Stationid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
"355",38,21,10,5,6,1,12,27,87,59,43,91,125,166,143,136,98,143,131,115,105,83,53,33
"83",16,4,6,5,0,6,17,32,34,43,41,60,86,78,114,101,71,85,108,70,77,55,57,52
"271",14,3,1,1,1,12,43,72,73,67,30,45,60,64,54,72,78,65,106,81,58,63,48,20
"445",44,31,11,7,10,10,45,89,218,108,86,131,136,149,158,109,129,158,121,161,113,82,54,50
"477",34,30,11,6,3,33,215,242,244,242,124,110,115,121,132,127,176,275,358,290,183,102,78,68
"293",93,31,40,20,9,11,33,105,170,213,165,184,213,292,285,252,303,358,390,336,274,207,157,132
"493",25,16,12,1,0,3,8,38,45,64,84,88,143,132,137,175,187,263,145,92,64,48,31,37
"473",24,21,16,8,6,9,21,37,66,76,63,93,128,124,94,114,127,146,156,156,99,73,62,50
"489",25,22,23,13,3,4,12,68,108,95,89,96,106,108,125,140,131,175,217,137,94,89,88,45
"517",19,8,8,1,2,5,28,130,311,213,107,122,165,169,149,122,195,371,315,181,97,59,35,20
"2004",26,12,3,3,0,2,19,35,65,59,60,66,111,129,125,116,122,180,189,144,65,70,49,45
"3019",6,3,0,0,2,0,4,6,21,10,9,20,19,20,20,28,32,37,37,28,11,18,8,3
"249",12,0,2,2,4,1,7,17,40,25,47,28,45,66,61,59,80,124,162,103,44,24,21,27
"79",52,17,20,12,3,6,16,40,108,123,111,133,162,200,216,239,281,329,391,278,235,167,125,72
"72",23,7,7,3,7,7,23,53,123,100,80,125,134,131,126,126,147,170,180,142,86,66,32,27
"465",51,22,16,5,4,12,21,101,160,173,137,115,148,169,182,156,200,264,186,147,121,77,80,45
"247",19,12,8,1,0,8,16,31,88,83,56,54,75,111,110,138,134,114,110,105,88,52,45,40
"412",27,11,12,7,2,2,15,23,56,90,56,55,83,99,90,104,94,123,156,115,91,73,70,40
"521",58,28,22,7,3,28,147,347,429,274,151,146,192,179,231,256,206,328,358,291,205,174,117,82
"490",32,14,6,6,3,11,109,263,268,181,106,108,134,144,128,118,148,211,233,157,107,80,89,45
"369",54,28,22,7,2,25,16,46,96,111,64,92,103,117,111,93,111,126,164,144,126,115,93,56
"505",32,8,11,5,7,1,25,76,85,125,54,67,102,104,90,106,101,150,181,147,102,50,36,23
"510",15,9,9,0,4,1,6,22,33,42,52,115,168,118,185,143,253,310,146,70,62,31,36,26
"389",31,8,10,6,4,0,19,9,21,42,32,24,38,56,76,61,42,39,59,45,52,29,23,43
"492",30,22,9,1,14,24,142,242,307,197,89,91,147,110,109,144,124,221,264,206,116,94,69,36
"236",46,30,31,23,10,2,21,64,163,178,112,95,130,186,168,186,157,192,193,159,121,90,123,74
"2009",4,3,0,0,0,0,6,13,17,21,26,28,31,28,38,24,36,45,20,26,18,16,4,5
"357",18,4,5,5,1,6,13,48,94,96,86,90,113,120,99,95,98,124,132,120,101,57,38,30
"532",41,20,9,3,7,4,5,40,73,95,56,111,131,171,172,139,123,122,129,158,102,64,67,46
"229",29,18,8,6,6,3,18,39,73,104,99,116,119,175,178,142,145,195,215,132,141,104,80,47
"303",29,11,9,3,1,1,12,24,34,42,48,87,143,178,174,208,204,248,261,220,144,57,47,31
"470",38,25,10,5,3,6,39,92,110,94,66,96,141,155,145,155,139,170,168,186,132,113,70,56
"354",18,9,5,1,3,7,9,8,33,22,17,22,21,45,18,18,18,23,27,36,28,17,10,17
"300",16,6,3,1,2,0,3,5,14,14,11,29,35,29,24,27,33,61,53,39,56,37,22,13
"323",47,30,14,4,7,4,11,52,92,88,84,100,192,170,208,222,223,311,315,221,161,106,62,64
"233",38,6,6,2,4,2,10,18,54,49,49,69,76,66,68,84,103,110,94,83,60,44,50,28
"504",42,22,19,8,12,5,33,86,258,154,86,113,104,108,115,104,157,149,174,152,121,83,82,61
"481",23,6,9,7,9,0,3,20,37,52,38,45,53,39,71,68,68,60,67,37,50,33,42,25
"157",18,11,0,1,2,1,17,40,135,95,45,78,119,106,72,80,76,99,109,94,64,62,40,23
"143",7,5,0,1,0,2,9,30,73,63,60,66,51,53,52,44,42,37,47,41,36,23,17,8
"441",14,4,2,4,3,9,9,28,48,36,32,30,42,50,47,44,44,78,75,56,51,37,24,19
"244",2,5,1,2,0,0,8,13,65,84,52,49,32,37,36,26,34,29,48,29,27,12,10,9
"2022",27,4,4,7,4,2,3,20,50,35,36,33,61,69,73,64,50,90,110,74,56,52,31,27
"281",19,12,3,1,1,6,11,24,31,55,58,68,81,89,100,106,86,132,141,93,73,45,35,23
"508",20,12,15,8,5,16,19,44,132,113,62,75,109,108,84,136,100,113,136,106,108,62,39,37
"295",16,7,6,1,7,2,9,23,58,70,39,58,59,58,74,49,44,52,76,50,54,33,30,31
"420",11,3,6,0,0,6,10,12,55,27,31,37,59,64,55,49,53,24,25,29,36,21,16,16
"410",32,15,16,12,4,3,13,77,119,123,111,87,109,133,104,105,99,94,161,146,102,89,69,48
"528",73,33,5,3,4,10,27,54,157,97,91,117,160,128,147,183,203,232,304,306,206,176,121,76
"311",32,32,9,6,7,8,7,22,74,67,54,66,62,92,91,94,106,99,115,128,73,57,51,34
"328",21,9,5,5,3,5,24,50,92,95,77,100,102,125,116,120,175,227,237,168,119,67,65,41
"270",3,3,0,0,1,3,13,55,134,76,44,36,36,31,41,46,38,35,43,52,50,27,25,7
"146",20,13,15,3,2,9,13,40,68,91,70,83,109,106,100,121,135,99,169,143,99,67,58,47
"466",21,15,12,4,3,10,28,48,118,110,96,100,143,153,145,130,157,224,252,191,93,70,42,36
"488",29,25,8,6,6,11,80,125,126,124,120,138,112,115,138,136,136,236,261,220,125,91,74,52
"447",24,18,10,9,5,12,27,58,89,111,111,107,131,151,139,155,154,180,231,207,121,95,79,52
"362",18,9,5,0,2,1,12,23,78,56,35,53,76,84,94,109,86,97,164,79,80,35,28,21
"514",27,14,7,6,5,9,14,55,130,189,129,137,226,207,187,204,226,319,251,212,150,121,72,30
"259",14,8,8,4,2,2,12,36,47,66,34,54,56,87,89,126,133,198,176,128,115,51,46,24
"294",27,19,9,7,9,8,18,42,99,99,90,94,110,129,166,133,213,189,190,182,137,95,78,63
"251",37,36,19,8,6,8,14,45,101,96,97,115,148,214,208,168,213,181,267,238,202,137,108,82
"238",31,27,13,14,5,9,54,80,137,121,114,112,171,215,213,191,245,214,190,184,122,68,44,54
"376",24,9,1,1,7,6,20,46,74,82,68,69,106,101,95,98,104,160,167,130,64,50,38,18
"217",22,11,23,15,0,2,0,15,14,22,48,69,86,115,168,184,172,179,166,149,128,94,73,64
"461",20,12,4,4,9,15,57,70,190,110,73,115,157,123,119,134,125,173,178,130,99,74,56,39
"392",12,3,4,4,3,3,4,22,51,62,42,67,73,69,80,62,72,99,98,79,59,42,28,22
"405",51,28,18,28,22,12,35,81,116,101,81,116,128,169,193,157,151,187,213,164,116,94,91,84
"459",69,50,32,16,16,11,50,114,233,258,225,259,382,365,384,389,403,545,556,413,386,273,192,128
"428",43,16,16,9,7,7,12,56,161,122,57,87,96,96,112,107,94,125,139,138,136,71,61,71
"252",49,22,19,8,3,2,4,35,85,87,51,85,97,124,116,93,139,107,118,105,80,76,51,68
"384",15,14,2,3,0,2,10,34,44,68,55,56,47,48,46,51,48,55,48,58,62,42,33,21
"377",31,25,12,2,8,5,11,22,40,55,90,101,125,120,151,109,127,205,247,195,142,88,59,36
"427",35,13,12,1,10,10,22,36,69,72,69,142,161,187,209,238,245,318,343,261,180,104,61,51
"239",5,2,0,0,0,1,1,16,13,21,15,12,20,17,17,18,25,58,79,27,24,20,23,8
"278",2,8,11,0,1,6,4,9,49,21,18,27,13,18,19,20,15,30,29,23,22,10,10,4
"479",31,24,20,9,7,7,30,86,100,70,70,94,143,151,108,124,155,184,226,179,167,123,107,83
"168",25,9,4,1,3,5,13,38,69,87,75,101,142,139,157,162,181,243,271,200,107,61,56,31
"393",26,10,5,7,6,3,10,40,140,117,65,62,71,73,45,53,42,62,70,70,64,29,31,20
"518",24,14,8,5,8,14,31,120,241,196,124,139,147,150,149,159,159,249,266,245,145,85,74,46
"375",33,16,10,7,4,8,15,42,95,118,100,109,147,183,172,146,186,212,259,197,144,104,58,47
"324",74,44,21,12,6,4,12,33,87,106,88,118,126,136,138,130,152,181,205,194,169,123,104,97
"516",12,7,0,1,2,2,12,26,63,63,31,46,67,51,65,46,59,97,108,81,60,42,27,16
"442",23,23,7,4,1,5,14,73,116,146,138,150,163,211,176,131,166,248,253,167,105,88,69,40
"478",20,20,2,0,5,9,32,89,147,95,68,105,86,104,105,118,110,167,195,156,138,74,50,33
"426",29,15,15,10,2,16,39,105,175,176,162,186,231,274,289,310,329,421,474,392,357,191,104,95
"326",34,23,15,15,5,19,29,73,179,115,74,78,118,130,145,143,108,162,170,166,134,126,83,56
"82",8,9,12,1,5,3,10,23,36,20,25,42,48,48,60,52,38,46,75,47,35,30,20,12
"348",23,21,6,2,5,8,26,43,107,83,71,103,153,167,180,207,235,260,303,231,174,107,65,74
"460",19,30,17,15,6,1,6,10,26,28,23,20,34,41,55,62,37,66,65,65,49,44,27,26
"350",33,9,9,6,5,9,20,70,158,110,59,63,90,103,99,94,98,126,135,147,96,85,75,54
"150",29,27,14,15,7,7,42,76,248,180,103,108,117,136,128,139,104,115,137,137,127,73,63,45
"308",9,8,4,2,2,3,14,27,44,62,35,42,72,84,83,73,66,68,66,57,46,46,29,19
"336",35,19,14,4,5,5,27,36,98,118,65,81,81,107,128,118,103,116,154,143,102,72,59,40
"225",26,23,24,14,6,4,12,30,41,59,98,121,147,162,203,209,230,278,327,280,239,106,104,55
"450",46,16,14,12,4,9,41,100,183,127,111,112,147,186,150,167,195,280,304,236,174,125,90,69
"469",41,21,13,12,11,2,21,50,175,144,117,126,170,174,181,152,181,214,197,127,96,83,64,52
"523",24,16,9,6,3,7,38,83,168,170,84,89,147,137,135,132,147,219,248,163,102,69,50,42
"349",15,8,11,7,2,15,14,35,77,45,53,45,66,62,51,71,39,78,107,77,53,37,28,24
"161",50,36,21,8,8,6,23,33,102,91,94,96,100,145,140,168,128,171,185,141,122,122,85,62
"539",46,19,13,3,7,2,6,28,57,59,67,91,87,91,111,101,119,136,104,122,99,65,51,75
"329",17,13,2,2,4,9,13,40,70,70,82,126,215,175,227,200,185,355,222,189,133,99,84,38
"398",26,3,1,0,0,6,7,14,48,73,71,67,91,84,113,130,111,106,106,95,85,77,65,43
"382",57,23,16,4,12,10,21,50,97,126,90,126,161,213,190,183,203,241,265,236,178,132,105,83
"167",21,19,3,1,0,2,26,46,113,99,78,106,130,136,94,106,126,237,162,132,80,57,51,33
"402",45,15,7,2,6,2,26,66,182,154,131,202,271,318,294,291,326,457,414,285,161,105,86,53
"386",14,9,3,6,2,5,7,32,35,49,79,65,153,143,154,135,188,179,149,109,85,54,48,24
"298",12,3,6,0,2,0,6,9,14,28,17,18,10,24,24,21,23,29,20,31,26,16,13,16
"462",22,8,7,1,5,8,36,73,163,134,122,122,148,145,145,140,149,183,243,193,167,108,67,59
"401",52,45,35,17,4,13,34,61,119,116,115,87,139,143,121,135,104,155,187,167,155,111,115,79
"306",19,17,3,8,3,8,9,20,55,79,66,60,83,108,96,104,161,190,184,120,92,59,57,29
"116",35,31,9,14,10,8,15,45,92,150,111,136,121,143,129,146,139,218,208,180,152,108,79,62
"432",66,32,29,19,9,8,32,77,182,117,86,100,124,144,164,160,144,171,175,173,147,123,108,99
"416",22,17,17,3,2,13,27,96,120,91,74,76,77,94,86,91,85,106,113,103,91,65,51,52
"422",15,6,4,4,2,8,71,106,195,161,92,102,155,136,137,125,114,177,177,135,104,73,47,20
"500",38,16,15,5,6,3,21,39,142,155,112,131,143,167,131,159,157,209,204,120,64,68,58,39
"534",8,9,3,2,1,2,10,15,37,34,36,52,93,91,89,76,145,265,171,94,68,33,33,31
"397",5,7,2,1,0,0,3,17,28,20,11,19,30,36,31,28,28,28,24,31,11,12,18,5
"495",39,12,10,11,6,4,31,115,149,85,77,92,107,106,128,107,121,182,171,131,92,71,53,30
"334",31,22,18,13,5,18,48,60,131,116,124,119,126,166,144,110,146,183,221,183,147,89,74,58
"368",63,27,26,10,17,9,33,71,219,153,160,179,217,215,244,205,241,252,300,265,219,162,143,120
"347",42,13,14,16,8,6,15,29,91,113,116,129,191,205,190,184,241,317,325,217,138,119,70,57
"498",23,13,12,6,3,5,22,37,162,135,94,92,143,142,135,165,164,213,184,144,128,89,89,43
"280",14,6,3,0,4,4,17,35,77,91,77,63,92,97,92,116,111,136,131,91,78,49,40,29
"396",12,4,3,2,2,1,6,15,29,32,28,57,45,40,55,57,44,66,34,38,27,16,12,18
"290",40,16,13,2,7,19,43,134,176,157,124,150,157,149,171,173,176,262,314,199,181,93,76,43
"438",50,30,29,9,8,8,31,82,140,100,85,93,129,131,107,106,99,109,135,143,117,98,75,69
"446",33,6,5,5,1,12,26,44,98,127,106,111,155,161,133,131,136,211,272,232,161,127,63,48
"458",13,11,5,11,0,2,13,33,68,92,63,76,100,111,97,96,105,147,135,122,90,54,30,22
"212",27,12,10,5,6,5,19,44,71,95,82,101,150,150,137,170,169,249,256,171,136,108,74,39
"2012",19,13,8,7,3,6,22,40,63,70,52,74,84,96,77,107,123,148,171,122,95,56,47,25
"515",32,16,15,8,7,13,32,125,244,118,101,121,114,130,116,127,124,149,175,179,142,81,95,63
"395",8,6,2,5,1,0,10,22,71,66,62,40,51,52,45,39,44,43,63,59,50,29,23,22
"540",22,6,7,5,3,4,25,42,115,112,91,105,120,134,125,127,119,171,191,155,120,82,42,37
"512",13,10,5,7,4,3,7,68,116,73,61,72,82,92,95,110,95,121,128,135,92,63,58,29
"275",4,2,3,0,1,0,4,14,42,29,28,26,22,17,30,21,15,18,24,16,20,11,5,5
"282",2,4,2,0,2,0,5,10,19,32,22,13,26,33,20,21,26,28,51,24,39,7,7,18
"403",20,21,6,10,4,3,28,31,67,104,45,60,53,61,67,50,51,73,74,60,76,55,32,38
"463",21,20,9,19,6,2,19,29,61,99,91,105,181,206,234,225,263,330,254,195,177,84,80,32
"268",31,31,11,5,2,7,6,22,99,105,72,89,135,163,179,168,184,193,295,208,141,106,61,39
"128",28,18,12,7,8,16,43,61,120,131,71,93,121,118,124,135,142,192,240,211,135,88,79,62
"313",6,1,0,0,0,1,5,29,64,47,27,23,30,32,35,48,28,37,31,35,33,13,21,9
"511",12,12,3,5,1,5,37,113,159,84,54,85,91,99,109,80,65,100,97,74,74,42,33,19
"391",12,9,3,1,0,0,7,18,32,40,26,41,48,53,73,59,63,135,121,67,55,30,30,14
"173",43,28,15,7,3,8,34,33,155,106,104,92,123,124,119,120,138,199,184,108,99,57,61,47
"366",9,12,4,2,3,3,18,50,112,92,61,49,55,48,46,55,32,63,55,44,50,32,31,16
"414",16,6,11,0,4,3,6,15,25,34,33,47,71,97,85,77,95,115,153,105,55,47,30,26
"507",32,19,11,0,2,3,40,68,96,70,68,69,101,86,105,93,138,168,167,179,143,93,65,29
"497",56,35,9,13,5,3,28,62,123,197,192,286,416,391,432,395,444,517,636,468,292,198,134,91
"353",7,8,1,0,1,0,3,6,25,25,21,21,22,19,16,25,26,35,37,35,36,17,11,16
"388",7,6,7,4,1,1,2,18,32,30,29,39,67,53,65,72,92,106,97,71,61,35,20,14
"522",20,15,7,3,1,6,25,28,74,117,89,93,135,136,134,156,205,321,198,113,91,64,30,28
"296",14,15,8,5,6,6,6,5,53,22,25,61,73,94,73,44,51,59,53,79,53,53,40,22
"127",22,8,4,2,2,6,38,74,228,172,173,116,139,127,152,151,142,188,253,227,134,91,53,32
"321",9,6,4,0,1,1,5,23,32,51,44,25,43,64,55,58,83,91,78,49,36,19,20,12
"152",17,13,11,1,1,1,18,40,68,59,68,72,84,91,88,96,105,133,158,146,106,67,45,51
"525",2,0,2,7,0,1,2,10,38,30,32,83,83,82,137,117,82,117,94,77,65,33,18,11
"3020",3,1,0,0,1,5,3,9,8,8,8,7,12,10,9,14,15,13,15,13,15,4,5,5
"363",25,16,4,3,7,32,79,188,274,196,213,253,238,317,340,297,345,369,368,388,333,198,98,56
"361",28,22,14,3,4,7,8,24,78,79,45,67,63,94,86,86,73,94,120,96,85,40,37,39
"258",2,3,0,0,0,0,5,5,12,8,5,4,8,9,9,7,9,9,12,4,5,6,2,2
"472",18,7,0,4,1,7,47,60,107,143,93,125,178,141,143,110,161,230,195,108,79,62,47,24
"320",15,18,13,5,3,7,23,41,54,38,62,61,84,77,88,97,109,120,121,123,85,56,47,39
"253",6,4,2,1,2,1,6,18,47,42,37,37,37,55,52,45,51,70,72,49,44,25,24,10
"356",12,5,2,0,2,4,25,73,118,87,73,43,67,70,62,68,69,85,78,75,68,37,27,20
"365",11,4,1,0,2,1,8,23,58,56,33,39,42,33,30,35,46,26,41,42,23,16,18,15
"456",13,5,2,2,0,3,25,17,33,57,55,72,108,151,157,166,241,264,160,83,53,34,32,27
"314",28,9,7,4,0,3,23,70,129,105,82,129,137,162,142,151,128,197,212,165,138,91,59,41
"457",25,15,23,5,1,10,36,135,291,250,236,317,341,347,320,397,386,444,506,422,320,193,138,85
"164",17,4,2,3,1,5,36,36,153,128,65,77,89,81,77,75,105,185,218,105,61,52,42,28
"345",24,11,9,7,6,17,33,60,155,184,125,142,114,153,135,133,143,177,179,207,136,83,62,65
"437",15,11,6,2,0,2,20,17,17,35,29,24,40,44,54,41,40,51,48,60,35,30,27,20
"243",15,14,9,3,1,2,10,30,66,62,58,63,69,78,61,51,84,110,82,60,49,31,33,23
"448",21,9,4,4,2,2,26,81,127,132,72,63,82,69,83,95,85,113,165,118,89,49,45,31
"304",29,14,6,5,6,1,8,15,75,64,86,124,183,206,192,230,274,310,280,191,136,52,50,31
"262",2,3,0,0,1,3,22,19,100,62,29,33,20,30,20,25,24,32,23,31,29,25,6,5
"325",23,16,7,2,3,11,58,87,153,135,94,102,115,119,124,144,123,167,181,186,141,73,62,45
"264",14,2,3,4,1,4,19,37,70,51,40,63,91,98,100,60,84,178,152,136,70,51,21,20
"455",14,3,8,1,2,4,10,33,92,84,75,63,116,121,104,131,119,231,190,105,73,50,38,15
"530",11,3,1,0,0,7,36,119,202,138,131,107,150,171,171,183,204,192,149,144,82,45,35,16
"216",13,6,3,4,0,1,9,15,40,34,31,27,49,41,61,53,56,71,56,53,68,45,15,9
"3002",6,2,1,0,2,0,8,9,32,33,29,26,36,36,35,33,28,39,36,31,23,15,12,8
"468",44,14,8,1,8,11,44,93,172,170,134,164,200,236,205,255,297,380,328,239,134,114,101,53
"346",25,21,19,8,8,22,37,66,145,106,107,102,146,143,138,118,152,160,174,164,117,108,93,80
"2006",28,14,15,4,15,11,46,77,132,205,245,323,344,394,374,354,373,434,416,392,288,139,92,51
"367",17,6,3,5,2,0,11,27,57,78,66,89,116,130,96,115,179,261,177,90,61,30,37,24
"344",0,2,0,1,0,1,2,5,20,19,19,8,18,20,16,20,19,16,26,21,26,5,9,7
"519",32,13,5,4,1,23,74,191,378,284,144,123,152,180,190,165,219,423,463,289,161,110,74,43
"536",27,6,4,4,1,4,12,51,126,145,109,99,126,130,123,130,128,102,84,83,75,29,31,20
"307",40,28,10,12,2,4,24,60,128,138,89,77,90,89,105,99,93,136,124,122,77,70,44,31
"408",5,7,4,4,4,5,5,37,62,65,38,39,39,66,73,47,89,70,73,76,52,31,25,19
"330",11,8,9,8,5,3,2,28,53,54,45,72,81,109,101,98,124,215,176,102,67,33,39,13
"487",13,6,7,2,2,10,40,122,189,93,85,104,113,80,77,88,117,145,133,119,93,50,37,28
"433",36,17,7,6,7,9,44,99,239,117,79,101,110,119,86,101,104,119,134,126,82,71,42,30
"537",32,23,13,14,3,8,12,58,121,137,103,107,141,112,119,124,141,175,237,187,113,88,71,54
"301",30,17,4,3,5,17,42,64,121,111,77,86,89,101,126,106,96,130,143,128,110,66,59,49
"364",5,2,5,1,2,1,12,16,28,30,20,29,34,36,20,30,20,31,42,39,18,14,17,10
"254",27,16,10,4,3,9,19,43,144,108,67,78,90,128,132,104,122,138,126,144,102,78,81,49
"399",9,11,1,1,1,2,5,13,49,29,12,32,33,24,33,28,30,32,32,29,23,10,15,12
"417",15,14,8,2,13,5,32,70,236,164,73,118,120,128,133,123,155,300,264,191,117,58,35,24
"449",31,27,15,9,2,8,47,67,87,53,48,61,108,87,95,83,79,116,140,157,96,74,77,54
"394",26,21,9,5,3,14,40,121,219,114,102,113,114,148,117,126,115,137,154,132,129,85,61,48
"337",7,4,5,1,2,0,20,29,41,38,32,66,111,97,88,81,139,267,175,84,64,38,30,24
"261",2,5,1,1,3,8,7,28,51,50,40,61,47,61,49,47,40,50,76,54,35,10,8,16
"430",21,9,4,4,0,2,7,22,84,68,60,58,90,113,122,111,124,146,136,193,88,84,45,29
"315",5,10,2,0,0,2,17,38,73,91,54,76,152,158,196,200,203,210,250,208,138,76,50,27
"2003",11,13,3,4,3,6,48,74,222,84,94,68,82,83,66,101,101,93,127,126,101,55,44,26
"435",21,8,10,2,1,15,16,26,93,125,99,110,190,177,185,193,179,252,292,218,151,114,72,33
"260",6,6,6,0,0,5,4,5,15,20,31,31,75,80,65,74,104,153,119,77,52,17,26,9
"310",30,15,6,1,3,2,11,34,76,84,61,53,77,83,106,94,71,98,112,89,97,59,39,46
"316",11,6,6,5,0,3,8,41,59,73,56,60,77,113,101,105,94,124,149,122,77,35,34,19
"317",20,10,1,9,4,2,16,30,99,43,49,40,50,57,75,47,78,113,132,117,61,69,33,36
"483",48,29,10,4,5,6,16,59,152,135,109,97,136,169,147,163,167,171,215,227,151,108,83,81
"297",7,3,2,1,0,1,5,5,9,22,17,17,19,23,23,28,17,31,25,27,19,13,7,10
"276",14,4,0,2,0,4,11,41,74,67,43,63,83,93,85,79,91,116,166,119,120,62,31,21
"454",15,3,5,0,4,20,49,65,86,62,64,56,95,83,69,84,102,93,159,122,73,36,34,23
"418",18,1,1,0,0,1,13,20,25,33,32,32,29,28,35,34,25,41,38,43,31,18,15,12
"533",23,9,7,4,4,0,10,35,111,109,78,85,101,126,110,112,129,215,188,121,57,39,36,36
"291",9,3,0,0,1,2,8,15,51,42,39,39,44,31,38,23,26,35,25,35,27,15,13,8
"332",11,5,0,2,3,7,16,46,83,60,50,72,88,103,105,104,94,104,87,89,46,35,20,10
"237",59,30,17,12,5,12,31,79,208,179,87,122,163,161,157,155,184,177,188,217,151,121,120,83
"342",8,5,5,3,5,4,17,24,89,59,65,36,64,61,39,59,45,48,41,61,51,37,18,7
"529",31,14,15,5,4,17,87,174,107,80,66,82,96,107,83,87,84,89,111,112,84,63,61,56
"464",11,7,5,4,3,14,18,54,115,63,68,77,108,105,102,80,81,152,190,90,53,54,25,23
"474",22,19,6,2,1,1,27,26,67,86,87,82,129,135,114,132,173,227,226,118,67,58,47,39
"224",5,5,9,2,1,1,25,27,82,58,68,69,96,108,116,112,126,155,143,148,91,58,42,32
"491",31,21,17,6,0,9,20,101,194,172,156,162,248,258,247,215,279,358,272,202,151,118,103,74
"174",14,17,2,2,1,8,15,29,110,136,69,70,34,63,59,64,50,55,56,48,49,34,34,17
"250",11,10,7,4,7,3,13,18,122,90,67,72,101,117,112,122,130,172,156,111,83,47,38,15
"266",10,13,2,4,0,4,15,14,61,56,22,31,30,34,20,30,38,28,30,35,36,29,12,14
"383",31,11,8,4,3,7,15,29,84,120,79,84,127,145,138,121,121,150,157,129,99,56,55,46
"2000",26,23,3,0,0,2,8,12,26,51,35,89,99,133,140,140,139,182,233,94,79,41,44,21
"319",15,5,3,4,1,1,15,56,72,78,69,87,116,140,103,102,110,202,213,139,72,49,28,30
"3017",9,5,2,2,1,6,9,16,29,35,30,41,58,60,62,56,61,69,61,57,39,31,13,13
"359",13,6,1,2,0,1,14,45,70,69,39,67,111,108,88,123,202,284,190,89,63,34,23,18
"242",12,6,1,1,0,2,5,7,29,23,28,24,51,47,48,35,59,62,42,55,24,29,29,35
"147",20,10,1,4,4,2,26,41,122,83,101,122,148,189,161,174,166,273,272,238,204,139,78,27
"274",14,5,2,0,0,0,7,11,42,36,34,32,65,54,55,53,50,62,58,67,49,52,55,35
"471",22,9,16,5,3,7,19,9,28,24,25,41,42,33,39,37,42,51,48,39,32,21,27,28
"419",9,5,2,0,1,4,5,17,41,41,32,35,44,33,46,38,43,72,77,49,34,28,12,18
"335",16,13,5,4,3,6,18,26,70,92,72,109,147,134,130,143,161,186,152,119,91,58,58,36
"501",10,3,1,1,0,3,23,131,163,69,72,74,108,131,140,129,124,165,217,154,145,50,58,21
"545",23,19,8,4,2,9,43,113,184,120,104,90,128,143,142,117,130,154,160,152,118,68,67,38
