Stationid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
"249",15,6,1,0,1,5,19,82,113,114,73,92,96,101,109,127,170,353,326,154,68,58,39,30
"3231",8,1,2,1,10,4,18,33,67,138,104,173,110,121,119,140,116,148,128,117,41,28,20,10
"478",55,24,11,7,17,50,247,387,301,171,162,140,182,224,234,271,316,398,480,353,265,128,90,90
"264",25,5,1,0,3,13,64,113,142,117,63,62,87,103,74,126,159,382,376,216,155,107,54,35
"324",32,15,8,5,4,3,9,41,55,52,38,43,43,46,37,74,90,163,212,187,144,115,94,54
"453",107,37,18,7,23,62,203,282,436,198,219,213,302,321,305,309,309,373,521,467,406,322,202,142
"509",54,23,14,12,8,76,208,363,323,215,275,272,312,323,368,333,366,509,570,488,340,227,164,111
"382",96,50,25,13,9,6,54,128,329,344,314,354,347,396,412,477,448,735,919,755,557,329,210,113
"3088",30,17,5,5,3,7,9,17,58,44,43,32,39,30,28,42,26,40,45,46,52,46,46,37
"316",30,10,1,2,5,8,22,72,122,171,93,110,128,135,124,125,208,319,352,172,128,71,42,31
"527",60,24,27,8,10,60,135,446,460,315,236,224,263,271,228,275,395,675,834,511,308,213,144,107
"469",30,20,17,5,3,7,38,170,327,345,201,243,176,194,197,200,214,308,223,250,159,110,99,55
"496",30,12,10,7,1,13,69,102,236,293,220,266,363,393,406,398,531,824,887,388,232,132,94,64
"268",28,13,14,10,11,7,26,56,213,216,152,184,256,266,248,270,355,549,428,228,150,90,69,48
"3222",15,5,12,6,16,23,105,129,270,202,83,47,90,81,73,92,112,175,283,202,132,134,101,65
"470",77,29,18,13,17,55,178,202,266,170,163,153,167,193,215,208,249,351,521,389,347,247,195,132
"379",55,21,17,4,16,51,147,377,657,683,304,229,236,282,280,331,439,938,1217,679,313,169,109,100
"146",38,10,3,2,1,10,57,92,184,206,152,134,123,174,166,156,188,265,359,311,192,114,67,50
"393",18,2,5,3,4,9,80,203,561,214,92,91,95,86,86,81,99,133,106,110,76,48,43,27
"147",22,16,17,12,6,46,100,186,364,226,170,199,253,280,268,365,381,742,899,483,324,183,93,26
"329",27,19,2,4,5,27,137,163,276,198,136,240,337,278,306,336,598,462,412,315,260,134,115,54
"511",46,15,6,7,12,63,165,582,1547,1057,210,122,130,139,122,177,160,257,262,251,197,109,71,68
"435",51,32,14,8,7,45,181,298,733,737,527,494,579,684,692,688,782,1156,1157,702,490,350,132,95
"3102",13,15,10,7,2,3,23,29,81,64,43,50,57,54,45,38,97,78,79,61,68,52,37,40
"536",47,12,10,7,16,29,125,396,762,452,305,272,243,230,329,256,192,266,313,266,198,119,75,60
"342",4,5,3,3,14,15,74,155,291,175,112,82,89,86,113,110,105,81,108,78,56,42,22,4
"3118",12,12,2,1,0,2,49,86,164,47,32,25,42,45,56,42,58,71,57,98,57,60,33,33
"236",95,58,41,30,14,43,91,184,483,241,150,234,257,313,299,268,246,397,484,370,342,264,212,155
"167",26,14,18,5,8,56,155,263,667,454,204,252,294,257,303,262,428,699,468,342,203,145,137,69
"3249",5,2,0,0,0,0,2,12,12,19,18,19,14,15,18,13,18,19,29,16,19,16,5,10
"2006",34,37,12,5,2,7,55,105,206,336,676,698,820,657,668,721,690,928,631,382,192,117,87,44
"3177",32,19,7,5,4,28,97,424,751,173,150,152,193,181,174,215,264,262,316,293,164,115,97,78
"387",76,29,20,17,11,22,101,159,306,300,379,408,466,532,604,555,664,872,716,387,264,197,114,107
"3093",57,39,18,20,12,3,32,69,152,210,122,118,136,163,205,212,208,324,383,321,220,180,135,92
"229",68,46,18,9,3,16,85,211,439,622,354,340,378,381,407,422,463,658,788,575,393,201,134,102
"460",27,17,16,15,4,1,41,72,219,220,102,114,128,101,107,109,118,158,273,210,115,77,54,35
"3100",12,3,2,2,1,5,19,52,124,113,63,59,66,45,39,42,33,60,70,67,48,44,33,19
"458",42,52,32,18,14,54,86,180,476,432,218,279,376,371,378,499,589,753,648,460,366,193,160,90
"409",15,20,6,0,1,2,2,37,81,72,30,21,29,41,31,35,24,29,60,43,53,33,21,14
"467",29,14,3,3,5,11,25,135,215,135,73,75,91,67,72,65,75,112,134,111,106,69,72,57
"3162",19,13,4,2,1,41,56,215,277,138,87,105,89,91,131,111,135,137,195,151,110,79,58,43
"476",49,18,12,11,14,18,118,191,242,204,139,152,152,181,227,242,269,491,512,347,260,168,125,89
"383",71,32,22,17,14,44,95,190,445,208,205,208,267,253,267,296,298,352,400,378,313,236,231,154
"225",37,30,17,9,12,4,8,27,119,159,176,239,314,360,347,468,485,647,786,484,372,185,127,87
"120",12,8,2,0,4,30,23,45,99,121,55,22,33,24,34,40,26,29,47,43,44,27,21,14
"3126",20,10,5,1,1,10,3,11,22,45,60,50,53,62,48,64,86,166,153,77,59,34,39,17
"3087",64,30,34,21,3,4,13,22,51,82,58,39,81,55,77,80,83,84,131,113,83,84,75,84
"3095",7,5,4,3,0,0,24,43,96,86,39,28,36,23,25,18,25,37,40,31,14,18,18,9
"474",39,20,20,4,4,21,89,155,341,248,203,264,310,367,351,367,517,748,376,231,144,100,76,65
"546",36,13,10,7,5,24,95,193,392,342,220,248,220,255,257,271,403,500,394,207,123,105,71,52
"361",47,14,17,6,7,19,68,199,363,337,210,153,182,171,218,230,228,286,388,335,228,141,113,74
"432",98,50,44,27,31,63,199,401,894,662,356,236,206,218,246,244,262,321,347,335,276,207,174,140
"352",27,15,14,10,2,11,108,165,250,223,180,282,275,356,374,357,527,406,292,219,109,103,78,53
"423",40,25,5,9,15,9,53,45,112,135,81,80,93,162,134,156,201,317,341,274,197,124,101,78
"3061",7,4,1,0,1,3,6,7,15,15,15,16,15,9,6,18,15,8,17,8,8,6,3,5
"248",12,3,2,0,1,0,15,49,37,50,34,53,76,96,79,85,91,280,172,63,40,32,22,5
"258",19,19,15,5,1,4,64,104,181,89,59,47,47,51,63,56,67,71,89,86,57,39,37,28
"291",7,9,2,1,1,3,15,53,90,18,12,17,16,20,31,23,26,27,34,23,34,13,18,9
"3082",26,24,8,11,3,1,30,39,116,113,62,54,55,70,62,50,68,77,101,92,55,52,42,41
"3079",27,14,7,5,2,1,9,20,52,62,50,58,45,43,54,38,33,58,59,67,59,36,21,24
"150",22,17,7,6,3,13,99,284,330,147,192,147,178,169,145,96,143,126,186,168,107,71,50,33
"410",72,46,34,16,16,39,90,202,678,171,218,215,225,238,249,259,274,374,455,383,317,172,160,111
"3154",19,13,8,3,2,23,37,95,211,117,97,75,101,85,80,101,130,134,202,150,115,65,54,44
"3016",37,26,12,15,4,2,24,98,181,189,206,187,208,263,262,283,244,312,343,361,207,142,133,99
"3074",48,28,29,4,6,4,3,15,47,90,59,36,51,63,53,58,58,115,111,101,74,63,59,51
"3167",31,21,8,7,2,64,78,255,377,187,138,164,187,197,188,208,193,372,375,320,265,181,111,77
"427",13,7,1,1,0,10,15,105,147,94,75,105,143,170,192,231,324,477,387,206,111,41,43,17
"3089",2,1,1,3,1,0,6,5,33,10,26,19,19,12,17,15,26,20,27,18,16,6,12,5
"281",17,9,11,7,0,12,49,75,205,246,356,453,547,428,524,476,677,775,395,235,161,158,56,66
"481",43,19,16,11,2,17,52,133,181,82,69,102,79,88,111,91,94,112,167,150,138,103,60,56
"495",44,30,20,12,13,37,169,360,188,192,104,95,138,153,191,236,199,435,441,353,249,169,95,77
"363",27,8,6,0,7,67,110,290,437,316,227,212,168,190,259,231,261,516,544,383,321,180,79,42
"320",19,20,14,7,3,0,45,116,164,183,124,157,168,171,134,181,151,255,358,235,170,105,75,44
"252",73,42,20,14,5,12,42,161,278,221,171,165,194,226,223,233,277,268,331,282,212,168,146,112
"282",19,11,9,1,5,12,47,115,110,119,115,94,112,127,127,116,108,123,162,117,89,50,36,36
"307",58,36,46,13,17,15,80,185,443,275,172,157,180,219,244,215,239,334,329,358,206,174,140,107
"3129",18,14,21,2,7,40,41,108,154,112,83,117,88,151,135,152,125,224,189,160,117,86,48,43
"317",29,27,14,16,11,23,169,308,342,110,143,154,137,156,202,232,199,240,268,223,175,120,93,72
"514",29,21,8,12,0,36,106,398,1179,879,425,475,517,566,625,639,705,941,880,673,512,275,180,96
"310",35,10,6,6,2,8,41,105,257,174,97,86,92,91,141,104,103,175,158,169,120,100,80,52
"83",28,12,12,1,1,3,12,31,55,77,67,72,84,85,88,97,82,134,131,91,120,62,66,73
"212",45,24,11,30,12,15,44,234,317,258,196,250,257,352,337,390,469,584,619,406,268,168,89,54
"545",40,11,8,4,17,44,152,421,775,301,191,229,240,230,247,289,349,445,462,399,354,189,89,57
"250",43,25,16,23,6,9,53,173,465,459,354,441,441,563,560,576,559,961,970,592,321,177,134,85
"257",46,16,23,7,3,10,20,54,148,144,145,132,175,171,208,191,248,438,602,282,132,76,70,51
"486",46,23,13,18,5,15,148,134,423,539,316,312,331,378,331,298,353,620,510,314,192,127,67,67
"3175",45,7,5,5,3,59,80,230,259,78,119,137,120,126,122,140,172,253,259,224,169,148,105,73
"529",67,47,15,7,19,255,111,124,503,400,123,133,148,161,216,189,206,379,477,428,281,206,163,140
"3164",35,19,5,5,27,31,165,409,545,145,194,210,215,239,220,205,213,260,306,273,199,120,94,67
"468",34,14,5,15,5,30,79,212,546,527,289,287,287,265,285,227,267,310,331,193,123,107,105,69
"3068",2,4,2,2,1,2,1,37,36,40,32,27,24,30,50,31,42,30,53,38,38,36,21,16
"3064",42,16,9,7,9,4,4,43,86,56,46,43,39,56,60,47,60,54,70,67,52,38,42,39
"441",30,18,6,3,1,16,57,86,162,182,133,101,93,123,145,128,140,336,417,218,148,132,98,45
"3226",12,3,2,2,0,9,54,86,359,114,72,88,141,147,118,156,174,179,188,129,109,82,121,19
"407",12,1,1,17,1,8,11,28,76,61,22,29,38,32,35,61,65,54,55,59,77,34,19,18
"507",71,32,9,6,10,47,183,225,325,204,210,150,204,230,206,235,277,494,539,521,396,252,173,130
"518",27,21,12,24,5,38,127,304,491,439,258,231,252,301,235,331,352,717,736,368,240,201,133,156
"411",15,3,4,29,18,16,58,113,240,100,74,65,91,82,96,96,119,114,102,135,148,81,36,16
"3170",20,9,3,2,1,36,91,247,313,117,148,154,131,142,152,102,120,147,172,161,144,82,89,36
"319",14,11,2,5,7,11,51,69,65,74,92,125,142,172,178,183,207,370,371,141,90,37,28,21
"341",8,1,1,3,0,5,28,88,153,179,132,80,91,73,83,97,90,101,90,128,94,39,31,14
"295",20,14,8,27,5,24,48,90,171,185,151,151,126,161,129,162,161,199,221,218,124,95,86,51
"3166",12,4,4,2,2,19,55,240,396,176,115,108,105,152,156,131,192,148,238,164,116,67,27,31
"3002",53,14,9,10,20,43,128,361,686,576,369,378,450,522,502,580,721,945,803,657,493,271,167,82
