Stationid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
"3134",22,9,12,1,6,15,28,72,286,203,160,96,95,101,93,120,125,141,142,111,72,67,28,25
"3139",9,2,1,3,2,5,29,154,125,128,122,175,174,211,188,212,190,197,200,160,99,35,20,15
"3369",17,12,3,3,0,8,20,41,49,56,44,51,53,48,93,84,110,210,268,177,127,63,33,33
"3461",16,20,8,1,6,25,101,211,406,257,177,171,219,223,226,219,309,417,383,308,180,155,99,47
"3540",7,6,1,1,2,1,7,19,70,47,30,22,28,46,32,35,53,73,88,62,46,32,21,13
"3658",43,24,11,11,2,44,30,94,283,374,281,143,153,182,192,157,198,250,345,233,165,105,85,60
"505",89,39,21,8,27,65,119,250,705,633,400,339,467,419,498,521,755,1056,938,575,377,274,230,147
"3161",32,34,17,19,17,40,63,81,127,99,70,104,146,144,141,122,185,241,271,219,173,109,78,62
"316",37,12,6,3,4,15,31,109,273,244,164,126,139,181,142,145,147,191,176,144,148,111,64,47
"146",23,22,5,5,2,21,61,103,214,259,212,186,253,228,204,185,233,304,305,227,168,90,74,52
"3547",23,18,5,1,4,2,28,34,62,64,58,60,85,85,100,103,138,168,205,209,142,75,51,43
"3169",18,7,7,3,3,9,19,47,63,60,88,85,110,117,134,153,185,300,353,258,188,103,53,33
"247",28,24,7,6,2,16,37,65,78,108,127,162,238,209,185,179,254,330,334,261,196,89,82,51
"3686",54,33,15,2,5,16,70,156,405,536,354,355,384,419,438,366,403,584,740,560,406,235,133,111
"3131",14,6,5,2,1,17,29,62,133,103,92,78,79,75,114,112,98,142,169,150,79,42,47,27
"3429",25,8,7,10,6,36,65,260,428,443,185,223,188,213,258,291,336,377,364,255,179,106,88,70
"3167",58,21,16,5,8,28,138,179,270,236,208,257,301,325,346,315,508,687,763,552,433,259,176,110
"501",21,25,20,6,5,7,110,117,246,199,171,168,187,227,294,340,749,958,586,370,237,178,88,56
"383",53,34,19,9,5,13,77,167,184,157,201,276,280,250,298,339,326,490,567,424,368,216,140,93
"3285",26,16,11,3,2,7,17,59,112,104,108,113,113,94,117,123,189,298,330,248,197,124,111,69
"3336",17,22,7,3,1,7,39,63,170,139,89,87,95,147,95,123,108,188,201,126,101,57,43,21
"3453",13,12,4,2,1,2,2,24,30,34,36,30,33,27,36,43,26,42,48,52,45,30,21,28
"3155",18,7,5,9,2,23,40,111,232,236,141,139,156,173,143,174,172,189,185,105,88,67,41,22
"337",4,2,3,3,3,5,80,289,407,113,70,90,104,141,104,110,163,228,69,51,43,62,16,16
"3156",31,16,6,8,0,53,289,294,342,259,194,162,123,182,150,166,159,241,298,200,147,111,83,63
"362",13,15,2,2,9,9,27,141,447,414,173,115,200,177,157,156,171,227,168,102,45,37,26,21
"195",45,17,9,7,6,13,66,186,646,514,211,160,209,236,225,219,267,280,312,192,166,96,76,64
"229",39,13,18,8,12,93,208,362,485,701,483,446,486,477,421,459,577,719,812,640,390,210,121,71
"497",52,33,19,8,7,38,245,497,1053,974,685,698,829,797,780,738,796,1072,1121,677,395,264,151,82
"3435",115,66,33,21,10,9,42,145,274,515,460,374,463,489,491,400,532,632,685,527,362,250,196,159
"517",29,7,1,0,4,19,165,429,1001,940,385,248,266,236,235,281,389,826,481,202,104,59,41,35
"3159",39,12,3,7,22,49,118,143,177,206,207,218,226,261,274,260,314,405,544,429,252,191,96,64
"2021",62,38,20,6,13,44,61,104,156,194,160,187,227,287,272,254,428,639,560,440,262,192,168,83
"495",56,45,24,23,8,20,61,100,126,169,124,170,166,206,220,264,343,541,530,444,335,264,207,144
"150",68,40,20,8,7,7,18,106,103,70,61,66,77,127,132,137,205,291,416,573,489,391,280,182
"491",40,11,1,2,3,60,380,605,857,699,398,267,297,351,283,264,296,367,365,223,162,116,95,66
"540",78,38,20,14,18,48,46,158,461,599,302,231,323,293,298,248,301,487,525,376,296,201,161,125
"236",101,65,49,16,9,10,40,93,145,186,152,240,270,289,328,310,377,613,982,637,446,336,267,192
"518",76,50,28,22,13,34,144,201,346,378,297,239,243,309,281,300,415,533,528,378,306,271,222,106
"503",27,17,14,4,1,11,125,247,553,539,282,258,268,281,288,258,316,414,469,320,204,110,94,60
"472",59,22,16,8,27,66,230,381,1018,1052,392,387,424,474,381,363,461,559,518,296,199,156,115,105
"3441",1,0,0,0,0,4,35,16,171,131,40,17,17,14,6,4,8,21,24,7,10,5,4,2
"454",50,25,7,6,1,11,24,96,222,125,129,138,120,122,145,139,168,273,259,191,134,132,100,74
"474",43,26,13,5,9,39,141,218,638,809,392,287,337,347,350,346,377,463,365,284,172,108,105,58
"3362",8,3,1,0,0,5,20,38,57,84,145,190,217,264,282,227,250,247,242,143,61,23,18,24
"350",38,18,13,4,5,8,45,65,94,95,100,123,168,175,163,212,241,434,407,298,199,177,103,82
"167",43,16,14,8,12,22,123,281,596,634,271,210,238,251,191,195,267,336,346,196,141,93,101,65
"3684",37,23,8,4,2,9,57,71,130,144,176,190,213,238,179,224,334,386,471,415,292,174,133,77
"3135",22,5,5,1,1,10,49,55,65,88,42,64,70,78,56,89,99,176,181,174,125,90,60,20
"483",69,42,24,17,10,27,93,129,190,180,194,230,289,313,279,287,377,619,706,595,493,258,201,139
"3431",59,35,22,5,3,13,56,127,126,104,148,155,151,160,136,181,199,325,367,260,213,176,138,87
"285",117,74,40,22,14,29,183,419,680,655,609,459,573,587,645,627,651,752,986,700,566,369,264,203
"3320",13,10,5,1,1,4,7,36,63,56,78,125,186,146,177,215,206,275,270,199,129,53,51,43
