Stationid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
"263",51,28,19,9,10,1,2,15,82,163,162,181,178,202,184,218,225,256,285,223,169,113,84,83
"324",23,17,5,3,1,18,98,195,218,172,91,96,76,64,62,50,69,104,107,69,47,48,28,16
"454",27,16,5,4,1,3,10,29,69,79,57,79,74,82,86,99,114,163,173,149,124,81,62,54
"369",45,23,9,14,6,5,17,60,87,76,66,88,94,134,122,140,167,265,331,274,208,159,109,76
"449",45,27,14,8,5,2,11,21,29,52,49,48,105,85,73,98,117,161,201,186,128,104,107,68
"160",33,31,12,4,4,7,10,64,103,73,71,109,122,122,112,131,155,276,229,148,146,114,85,68
"367",22,12,4,1,2,10,78,224,274,92,62,99,100,105,105,106,120,105,89,74,58,36,35,30
"411",20,11,5,3,4,4,11,24,39,31,35,46,83,59,68,87,101,152,224,161,138,84,48,35
"490",46,32,12,19,20,30,115,188,321,293,215,189,212,283,326,382,481,804,590,375,213,125,166,104
"375",49,23,13,4,4,8,46,167,326,345,261,200,285,241,275,283,285,370,467,391,250,144,106,64
"468",20,13,9,3,2,7,60,173,264,185,89,120,105,137,123,128,149,163,161,128,96,65,49,54
"402",55,32,13,12,2,42,172,374,613,434,295,430,479,425,489,471,485,665,569,420,294,168,126,107
"456",5,5,0,2,14,24,202,209,133,85,71,70,149,150,139,105,95,79,63,28,27,8,3,4
"315",13,7,1,0,0,0,55,100,238,351,147,146,140,210,182,190,256,346,245,178,111,87,21,31
"309",10,5,3,2,0,64,157,213,157,80,62,71,108,100,158,145,106,137,114,90,66,52,27,8
"228",24,12,7,2,3,4,67,268,477,236,62,73,81,82,90,78,124,88,93,86,76,59,43,23
"385",22,11,4,5,0,5,12,79,99,98,68,58,74,84,71,84,122,157,192,115,115,96,45,41
"271",15,15,6,7,4,7,26,77,125,159,76,74,81,105,113,127,144,195,191,175,123,69,65,62
"146",32,22,4,5,3,6,18,31,126,160,127,123,177,145,131,134,168,243,227,193,127,108,56,45
"462",50,29,9,5,4,31,75,106,153,283,306,268,342,341,372,393,378,616,658,456,368,242,169,144
"150",25,21,14,8,4,3,3,41,74,40,45,75,61,69,90,83,118,210,259,270,141,88,61,64
"539",55,33,15,9,5,5,24,34,67,88,72,122,127,169,191,226,228,200,235,236,181,122,72,71
"327",36,30,12,4,4,41,241,422,668,288,236,273,381,459,468,463,607,720,641,548,361,238,120,61
"430",10,8,5,3,4,8,29,47,165,184,117,83,114,119,109,111,105,192,145,138,98,76,46,34
"534",25,1,8,1,7,5,89,222,230,62,53,60,57,88,85,70,97,123,68,61,39,26,36,31
"376",28,24,12,4,2,1,36,97,172,300,120,92,99,117,92,97,110,171,168,154,126,100,89,57
"540",50,28,15,16,5,1,32,122,291,341,219,160,206,224,232,203,218,381,404,334,278,218,169,127
"364",19,10,10,7,2,1,0,9,22,23,20,12,17,22,21,22,24,36,41,63,32,35,44,28
"529",66,54,21,17,7,6,21,72,99,59,65,85,94,150,211,325,458,684,425,283,189,128,116,93
"348",48,21,16,25,10,9,28,70,230,490,301,231,261,267,310,295,287,429,453,367,212,150,103,73
"301",65,47,35,12,8,2,25,59,70,81,117,150,196,211,196,271,292,495,471,328,225,143,129,105
"223",44,25,8,10,2,13,29,112,132,136,131,173,168,164,164,172,195,306,312,306,259,153,113,84
"360",26,13,10,4,3,3,71,189,310,166,74,54,92,63,100,88,79,98,94,106,77,71,56,50
"466",34,20,11,7,5,14,42,53,288,549,297,265,279,250,246,241,284,372,383,277,193,134,102,58
"144",12,4,0,1,2,0,0,11,5,19,16,16,12,41,36,36,46,43,40,31,25,11,11,8
"421",8,7,4,1,0,1,1,8,5,18,16,21,13,11,14,17,23,44,64,79,46,35,22,13
"536",39,22,13,5,8,42,253,162,245,230,154,110,127,134,140,169,137,184,178,211,154,114,79,57
"441",20,23,8,2,0,3,21,22,52,114,65,57,101,78,74,79,94,158,139,136,90,79,56,54
"523",53,32,9,5,17,3,13,126,395,473,254,218,222,234,306,271,403,639,548,285,175,118,107,48
"422",39,11,7,6,4,28,80,50,66,72,61,67,89,107,114,125,177,265,323,338,241,180,93,62
"242",12,11,0,4,1,0,8,10,26,64,32,27,31,38,35,55,56,42,65,44,40,25,25,21
"249",9,7,6,2,0,2,37,115,168,116,64,72,84,95,75,71,126,142,119,101,69,46,31,21
"412",46,25,8,12,3,4,26,75,60,110,99,109,115,115,143,152,175,238,206,214,152,96,106,90
"157",27,9,17,1,1,1,6,12,42,43,53,82,112,110,139,96,113,161,214,143,120,75,37,29
"503",3,3,5,1,1,4,12,35,65,75,30,27,34,28,27,27,30,52,50,29,15,14,9,16
"2010",25,16,16,11,6,1,12,61,240,273,210,164,208,219,256,249,219,295,270,164,110,87,65,34
"460",18,13,3,4,1,0,5,15,15,14,32,58,81,75,85,129,81,112,137,117,120,74,54,29
"482",65,27,14,15,11,7,31,75,130,160,152,181,188,214,219,264,280,452,477,307,284,207,148,125
"344",17,9,10,3,0,8,7,6,10,17,25,21,20,33,26,19,37,44,80,57,59,33,37,24
"337",5,7,6,3,3,1,51,153,365,116,49,54,105,79,67,60,79,81,67,57,59,37,35,21
"308",46,27,15,16,3,5,2,27,63,72,79,66,104,104,85,101,113,173,181,116,106,93,80,71
"120",11,10,5,0,0,1,2,1,0,9,14,26,14,22,20,26,21,45,55,63,51,45,32,20
"296",21,20,14,14,7,5,15,56,97,97,110,163,151,157,133,123,125,191,171,143,114,90,81,93
"533",19,9,4,5,2,17,43,106,274,262,167,142,159,132,132,140,196,151,149,102,67,59,36,32
"510",15,4,15,4,2,35,226,425,504,439,216,171,188,202,177,156,100,118,130,126,62,34,26,23
"173",23,23,17,3,13,56,265,345,326,342,155,156,190,199,239,216,171,217,225,218,91,106,54,42
"501",14,10,6,7,0,2,9,49,105,51,94,97,125,142,205,222,366,434,294,211,142,68,35,36
"259",16,10,5,0,0,1,23,131,418,230,103,84,164,162,131,129,161,225,147,129,83,48,24,33
"465",35,29,23,9,23,46,120,184,393,394,227,177,209,210,187,182,227,355,253,146,93,93,76,53
"491",19,7,11,2,16,44,298,510,272,230,161,213,234,266,229,245,198,216,219,160,129,82,51,53
"500",20,16,5,2,2,36,109,269,289,221,84,100,102,90,96,89,88,92,70,58,51,28,21,40
"212",27,15,2,4,1,42,87,112,267,347,202,188,262,198,298,260,254,349,373,311,164,105,62,56
"415",34,16,8,3,3,0,40,102,285,252,107,66,96,89,120,100,99,136,161,153,140,115,85,41
"458",29,15,19,4,3,39,129,207,331,168,107,127,189,243,238,255,218,269,299,268,196,97,79,60
"395",22,9,6,2,0,4,3,13,56,36,48,63,63,54,62,69,86,107,152,138,96,69,42,41
"525",26,15,10,3,4,26,132,115,113,119,104,80,116,121,114,120,124,124,101,112,92,52,43,21
"241",30,18,4,4,0,2,33,22,31,48,40,49,52,51,43,53,72,79,72,72,49,44,40,34
"289",5,5,4,3,0,2,2,1,5,3,5,1,6,9,7,11,13,15,34,32,40,25,29,15
"294",32,26,20,15,2,9,23,48,149,228,192,177,233,257,304,272,278,430,371,260,218,146,93,80
"2006",24,8,4,6,3,20,25,80,143,176,256,340,383,397,436,393,410,442,416,267,181,90,46,32
"417",16,12,4,6,43,7,136,265,576,354,170,150,156,142,193,197,339,520,400,258,167,115,104,52
"302",14,16,4,4,5,2,13,32,54,39,27,36,30,46,48,68,110,148,151,121,113,87,56,33
"243",14,2,0,1,0,8,18,61,157,80,47,41,41,31,36,26,37,46,76,71,32,13,13,10
"474",27,15,13,8,2,30,65,119,332,422,218,191,229,201,228,190,238,228,191,158,108,72,42,43
"323",8,7,3,1,1,1,15,21,140,85,74,41,64,46,54,47,51,85,71,66,34,32,14,30
"453",80,36,28,17,8,10,37,97,138,149,167,175,234,263,269,279,335,443,504,363,303,224,165,137
"82",10,7,1,6,7,27,11,27,41,42,41,46,62,69,71,56,97,94,133,115,76,60,45,52
"137",3,1,0,3,1,26,87,213,392,178,101,107,143,126,166,150,125,116,85,48,31,25,10,10
"516",19,4,3,3,1,0,110,67,206,220,77,65,65,53,73,66,65,113,92,83,48,38,46,32
"2021",51,22,11,10,7,4,45,58,69,76,61,82,132,141,140,125,139,221,274,241,135,96,84,82
"303",15,13,6,2,3,10,23,79,205,272,164,159,184,195,237,274,322,331,302,221,113,56,32,26
"362",16,6,3,2,0,8,31,80,228,203,118,87,104,121,129,117,107,114,80,55,43,33,16,18
"218",9,1,1,0,0,1,3,19,42,32,15,27,41,24,40,37,40,41,54,68,43,24,24,13
"342",9,7,4,6,2,7,10,21,96,50,40,50,44,57,67,96,114,139,171,110,94,85,54,31
